,time,77.170.0.96
698,2020-12-01 14:56:35.864370,None
699,2020-12-01 14:56:39.868345,None
700,2020-12-01 14:56:43.872376,None
701,2020-12-01 14:56:47.877038,None
702,2020-12-01 14:56:51.881264,None
703,2020-12-01 14:56:55.884618,None
704,2020-12-01 14:56:59.888676,None
705,2020-12-01 14:57:03.893144,None
706,2020-12-01 14:57:07.896402,None
707,2020-12-01 14:57:11.900774,None
708,2020-12-01 14:57:15.904865,None
709,2020-12-01 14:57:19.908395,None
710,2020-12-01 14:57:23.912370,None
711,2020-12-01 14:57:27.916357,None
712,2020-12-01 14:57:31.920366,None
713,2020-12-01 14:57:35.924361,None
714,2020-12-01 14:57:39.928348,None
715,2020-12-01 14:57:43.930681,None
716,2020-12-01 14:57:47.932389,None
717,2020-12-01 14:57:51.936383,None
718,2020-12-01 14:57:55.940368,None
719,2020-12-01 14:57:59.944378,None
720,2020-12-01 14:58:03.948370,None
721,2020-12-01 14:58:07.952350,None
722,2020-12-01 14:58:11.953487,None
723,2020-12-01 14:58:15.956622,None
724,2020-12-01 14:58:19.960377,None
725,2020-12-01 14:58:23.964512,None
726,2020-12-01 14:58:27.969101,None
727,2020-12-01 14:58:31.972357,None
728,2020-12-01 14:58:35.976359,None
729,2020-12-01 14:58:39.980363,None
730,2020-12-01 14:58:43.984358,None
731,2020-12-01 14:58:47.988354,None
732,2020-12-01 14:58:51.992360,None
733,2020-12-01 14:58:55.996379,None
734,2020-12-01 14:59:00.000383,None
735,2020-12-01 14:59:04.004382,None
736,2020-12-01 14:59:08.008351,None
737,2020-12-01 14:59:12.012742,None
738,2020-12-01 14:59:16.016374,None
739,2020-12-01 14:59:20.020381,None
740,2020-12-01 14:59:24.024337,None
741,2020-12-01 14:59:28.028392,None
742,2020-12-01 14:59:32.032941,None
743,2020-12-01 14:59:36.036349,None
744,2020-12-01 14:59:40.040361,None
745,2020-12-01 14:59:44.044350,None
746,2020-12-01 14:59:48.048401,None
747,2020-12-01 14:59:52.052795,None
748,2020-12-01 14:59:56.056396,None
749,2020-12-01 15:00:00.060385,None
750,2020-12-01 15:00:04.064363,None
751,2020-12-01 15:00:08.068391,None
752,2020-12-01 15:00:12.072361,None
753,2020-12-01 15:00:16.076387,None
754,2020-12-01 15:00:20.080361,None
755,2020-12-01 15:00:24.084363,None
756,2020-12-01 15:00:28.088351,None
757,2020-12-01 15:00:32.092323,None
758,2020-12-01 15:00:36.096385,None
759,2020-12-01 15:00:40.100402,None
760,2020-12-01 15:00:44.104367,None
761,2020-12-01 15:00:48.108350,None
762,2020-12-01 15:00:52.112360,None
763,2020-12-01 15:00:56.116369,None
764,2020-12-01 15:01:00.120357,None
765,2020-12-01 15:01:04.124370,None
766,2020-12-01 15:01:08.128407,None
767,2020-12-01 15:01:12.132397,None
768,2020-12-01 15:01:16.136393,None
769,2020-12-01 15:01:20.140350,None
770,2020-12-01 15:01:24.144351,None
771,2020-12-01 15:01:28.148359,None
772,2020-12-01 15:01:32.152357,None
773,2020-12-01 15:01:36.156337,None
774,2020-12-01 15:01:40.160378,None
775,2020-12-01 15:01:44.164351,None
776,2020-12-01 15:01:48.168717,None
777,2020-12-01 15:01:52.172394,None
778,2020-12-01 15:01:56.175500,None
779,2020-12-01 15:02:00.176327,None
780,2020-12-01 15:02:04.180361,None
781,2020-12-01 15:02:08.184328,None
782,2020-12-01 15:02:12.188401,None
783,2020-12-01 15:02:16.192399,None
784,2020-12-01 15:02:20.196390,None
785,2020-12-01 15:02:24.200383,None
786,2020-12-01 15:02:28.204387,None
787,2020-12-01 15:02:32.208750,None
788,2020-12-01 15:02:36.212392,None
789,2020-12-01 15:02:40.216398,None
790,2020-12-01 15:02:44.220356,None
791,2020-12-01 15:02:48.224384,None
792,2020-12-01 15:02:52.228396,None
793,2020-12-01 15:02:56.232780,None
794,2020-12-01 15:03:00.236659,None
795,2020-12-01 15:03:04.240678,None
796,2020-12-01 15:03:08.244395,None
797,2020-12-01 15:03:12.248360,None
798,2020-12-01 15:03:16.252398,None
799,2020-12-01 15:03:20.256664,None
800,2020-12-01 15:03:24.260372,None
801,2020-12-01 15:03:28.264417,None
802,2020-12-01 15:03:32.268400,None
803,2020-12-01 15:03:36.272790,None
804,2020-12-01 15:03:40.276361,None
805,2020-12-01 15:03:44.280347,None
806,2020-12-01 15:03:48.284359,None
807,2020-12-01 15:03:52.288388,None
808,2020-12-01 15:03:56.292432,None
809,2020-12-01 15:04:00.296361,None
810,2020-12-01 15:04:04.300360,None
811,2020-12-01 15:04:08.304378,None
812,2020-12-01 15:04:12.308728,None
813,2020-12-01 15:04:16.313116,None
814,2020-12-01 15:04:20.316403,None
815,2020-12-01 15:04:24.320790,None
816,2020-12-01 15:04:28.324426,None
817,2020-12-01 15:04:32.328402,None
818,2020-12-01 15:04:36.332340,None
819,2020-12-01 15:04:40.336358,None
820,2020-12-01 15:04:44.340367,None
821,2020-12-01 15:04:48.344315,None
822,2020-12-01 15:04:52.348353,None
823,2020-12-01 15:04:56.352721,None
824,2020-12-01 15:05:00.356383,None
825,2020-12-01 15:05:04.357314,None
826,2020-12-01 15:05:08.360372,None
827,2020-12-01 15:05:12.362662,None
828,2020-12-01 15:05:16.367020,None
829,2020-12-01 15:05:20.368370,None
830,2020-12-01 15:05:24.372711,None
831,2020-12-01 15:05:28.376365,None
832,2020-12-01 15:05:32.380358,None
833,2020-12-01 15:05:36.384361,None
834,2020-12-01 15:05:40.388403,None
835,2020-12-01 15:05:44.392805,None
836,2020-12-01 15:05:48.396356,None
837,2020-12-01 15:05:52.400567,None
838,2020-12-01 15:05:56.404382,None
839,2020-12-01 15:06:00.408362,None
840,2020-12-01 15:06:04.411232,None
841,2020-12-01 15:06:08.413021,None
842,2020-12-01 15:06:12.416387,None
843,2020-12-01 15:06:16.420371,None
844,2020-12-01 15:06:20.424368,None
845,2020-12-01 15:06:24.428390,None
846,2020-12-01 15:06:28.432365,None
847,2020-12-01 15:06:32.436352,None
848,2020-12-01 15:06:36.440517,None
849,2020-12-01 15:06:40.444352,None
850,2020-12-01 15:06:44.448383,None
851,2020-12-01 15:06:48.452777,None
852,2020-12-01 15:06:52.456401,None
853,2020-12-01 15:06:56.460361,None
854,2020-12-01 15:07:00.464382,None
855,2020-12-01 15:07:04.468403,None
856,2020-12-01 15:07:08.472408,None
857,2020-12-01 15:07:12.476377,None
858,2020-12-01 15:07:16.479105,None
859,2020-12-01 15:07:20.481606,None
860,2020-12-01 15:07:24.484381,None
861,2020-12-01 15:07:28.488406,None
862,2020-12-01 15:07:32.492396,None
863,2020-12-01 15:07:36.496392,None
864,2020-12-01 15:07:40.500389,None
865,2020-12-01 15:07:44.504341,None
866,2020-12-01 15:07:48.508377,None
867,2020-12-01 15:07:52.512372,None
868,2020-12-01 15:07:56.516366,None
869,2020-12-01 15:08:00.520672,None
870,2020-12-01 15:08:04.524794,None
871,2020-12-01 15:08:08.529153,None
872,2020-12-01 15:08:12.532385,None
873,2020-12-01 15:08:16.536355,None
874,2020-12-01 15:08:20.540396,None
875,2020-12-01 15:08:24.544369,None
876,2020-12-01 15:08:28.548607,None
877,2020-12-01 15:08:32.552368,None
878,2020-12-01 15:08:36.556365,None
879,2020-12-01 15:08:40.560352,None
880,2020-12-01 15:08:44.564398,None
881,2020-12-01 15:08:48.568395,None
882,2020-12-01 15:08:52.572365,None
883,2020-12-01 15:08:56.576623,None
884,2020-12-01 15:09:00.580385,None
885,2020-12-01 15:09:04.584388,None
886,2020-12-01 15:09:08.588382,None
887,2020-12-01 15:09:12.592427,None
888,2020-12-01 15:09:16.594574,None
889,2020-12-01 15:09:20.596377,None
890,2020-12-01 15:09:24.600464,None
891,2020-12-01 15:09:28.604384,None
892,2020-12-01 15:09:32.608354,None
893,2020-12-01 15:09:36.612361,None
894,2020-12-01 15:09:40.616395,None
895,2020-12-01 15:09:44.620372,None
896,2020-12-01 15:09:48.624403,None
897,2020-12-01 15:09:52.628312,None
898,2020-12-01 15:09:56.628894,None
899,2020-12-01 15:10:00.632372,None
